date,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 5-24,ILITOTAL,NUM. OF PROVIDERS,OT,WEEK_NUMBER,INFLUENZA A,INFLUENZA B,INFLUENZA A AND B,UNKNOWN
4/25/22 0:00,2.30897,2.21509,12070,16372,43420,3426,1960190,2022-17,351,8,1,0
5/2/22 0:00,2.36195,2.4143,12835,18631,47799,3394,1979830,2022-18,316,3,1,0
5/9/22 0:00,2.55252,2.60892,14243,19989,52025,3376,1994121,2022-19,292,9,0,0
5/16/22 0:00,2.4544,2.60434,15055,20746,54081,3414,2076569,2022-20,218,4,0,1
5/23/22 0:00,2.39129,2.66831,14561,19982,52385,3351,1963229,2022-21,183,3,0,1
5/30/22 0:00,2.43334,2.64646,15809,17507,51863,3345,1959711,2022-22,135,6,0,0
6/6/22 0:00,2.16338,2.29329,14154,13726,45240,3342,1972714,2022-23,89,4,0,1
10/3/22 0:00,2.61928,2.59379,18503,20141,57318,3684,2209814,2022-40,115,7,0,1
10/10/22 0:00,2.97342,2.85133,20623,22779,63388,3720,2223106,2022-41,152,8,1,1
10/17/22 0:00,3.33747,3.31688,23713,28368,75615,3726,2279700,2022-42,256,14,2,0
10/24/22 0:00,4.40914,4.4466,32012,45003,109496,3788,2462467,2022-43,493,16,2,2
10/31/22 0:00,5.46044,5.54702,37474,61015,139247,3776,2510305,2022-44,707,12,3,4
11/7/22 0:00,5.77391,5.67263,38651,57053,140055,3793,2468962,2022-45,915,21,0,9
11/14/22 0:00,5.95367,5.73531,34849,55229,137419,3777,2396019,2022-46,1114,23,2,1
11/21/22 0:00,7.46674,7.37142,39539,62925,164936,3765,2237505,2022-47,1985,34,3,17
11/28/22 0:00,7.22916,7.24012,38495,63623,185673,3767,2564503,2022-48,2493,30,0,21
12/5/22 0:00,6.83803,6.82928,32316,62563,167248,3750,2448985,2022-49,2103,30,2,13
12/12/22 0:00,6.32716,6.46231,28976,55613,151672,3751,2347026,2022-50,1831,28,5,8
12/19/22 0:00,5.98024,6.1412,25500,41624,129978,3715,2116491,2022-51,1611,22,2,6
12/26/22 0:00,5.33738,5.46656,22891,27251,112531,3703,2058533,2022-52,1479,26,1,10
1/2/23 0:00,3.94632,4.07732,16651,21006,92034,3740,2257219,2023-1,850,19,3,0
1/9/23 0:00,2.95379,3.05773,12231,18061,67720,3737,2214718,2023-2,359,13,3,1
1/16/23 0:00,2.64461,2.70671,11720,16915,57770,3730,2134322,2023-3,215,17,0,1
1/23/23 0:00,2.63254,2.67225,12170,18680,58231,3716,2179097,2023-4,115,16,0,2
1/30/23 0:00,2.58785,2.68591,12686,19751,59326,3734,2208786,2023-5,113,13,0,1
2/6/23 0:00,2.59797,2.70465,13271,20964,62258,3735,2301891,2023-6,89,11,1,1
2/13/23 0:00,2.57397,2.6371,13127,19818,59665,3695,2262519,2023-7,72,15,1,1
2/20/23 0:00,2.53338,2.58651,13478,18410,57223,3719,2212367,2023-8,53,25,1,2
2/27/23 0:00,2.41141,2.44348,12693,18281,55682,3725,2278801,2023-9,48,21,1,0
3/6/23 0:00,2.36135,2.40445,12840,18388,54686,3722,2274369,2023-10,45,28,1,0
3/13/23 0:00,2.35552,2.43524,13086,17814,54263,3713,2228243,2023-11,42,32,0,0
3/20/23 0:00,2.31452,2.41343,13043,18685,55394,3665,2295244,2023-12,45,34,0,1
3/27/23 0:00,2.26061,2.34891,12413,18078,53342,3688,2270922,2023-13,42,31,0,0
4/3/23 0:00,2.13495,2.20628,11586,15673,48355,3680,2191695,2023-14,45,24,0,1
4/10/23 0:00,2.01808,2.0726,11151,14832,46725,3665,2254413,2023-15,27,33,1,0
4/17/23 0:00,1.91773,1.95437,9912,14788,44507,3680,2277306,2023-16,34,24,1,0
4/24/23 0:00,1.91233,1.97315,10041,15803,44802,3677,2270577,2023-17,22,28,0,0
10/2/23 0:00,2.29437,2.25993,13519,19002,56312,4131,2491762,2023-40,50,12,0,0
10/9/23 0:00,2.35661,2.31333,14421,18599,57524,4152,2486632,2023-41,60,11,1,1
10/16/23 0:00,2.54534,2.51543,15720,20305,62503,4137,2484780,2023-42,55,21,1,2
10/23/23 0:00,2.73456,2.68187,16987,22384,67635,4162,2521937,2023-43,60,17,0,1
10/30/23 0:00,2.97593,2.91427,17798,24808,72231,4157,2478529,2023-44,117,24,0,0
11/6/23 0:00,3.44474,3.32776,21464,29464,85459,4153,2568065,2023-45,189,39,4,2
11/13/23 0:00,3.72733,3.57493,22024,30847,90948,4156,2544050,2023-46,248,37,0,1
11/20/23 0:00,3.96716,3.7901,22396,25940,85524,4169,2256510,2023-47,372,43,0,1
11/27/23 0:00,4.0711,3.96251,22647,30362,103712,4142,2617331,2023-48,580,64,0,1
12/4/23 0:00,4.43001,4.3577,23354,38183,114141,4106,2619296,2023-49,801,87,0,2
12/11/23 0:00,5.23531,5.20976,26077,48330,135998,4122,2610448,2023-50,1138,124,3,5
12/18/23 0:00,6.29628,6.3132,29770,53491,163265,4093,2586088,2023-51,1852,191,3,4
12/25/23 0:00,6.86008,6.90793,31488,41791,166750,4084,2413892,2023-52,2467,243,4,5
1/1/24 0:00,5.76943,5.76353,24677,32320,143938,4112,2497395,2024-1,1851,254,8,8
1/8/24 0:00,4.71303,4.7553,18151,31396,118459,4110,2491092,2024-2,1472,175,7,3
1/15/24 0:00,4.37645,4.35212,16160,29154,100098,4121,2299985,2024-3,1106,167,3,6
1/22/24 0:00,4.29285,4.22512,16225,34393,105571,4145,2498648,2024-4,1029,177,1,1
1/29/24 0:00,4.47024,4.27996,17267,38567,107922,4127,2521568,2024-5,925,149,1,2
2/5/24 0:00,4.51127,4.40173,17961,41789,112968,4130,2566444,2024-6,868,192,6,4
2/12/24 0:00,4.40434,4.33653,17400,38985,108366,4118,2498912,2024-7,835,186,2,1
2/19/24 0:00,4.38329,4.32522,17659,37127,107566,4111,2486951,2024-8,832,186,1,2
2/26/24 0:00,4.10181,4.08164,17334,36003,104864,4110,2569164,2024-9,798,213,4,3
3/4/24 0:00,3.7598,3.73403,16496,33098,94742,4114,2537260,2024-10,631,189,0,4
3/11/24 0:00,3.43549,3.40093,15876,29166,84963,4053,2498228,2024-11,508,149,1,0
3/18/24 0:00,3.11686,3.15455,15097,26542,78618,4106,2492206,2024-12,419,152,0,3
3/25/24 0:00,2.99938,3.0343,14434,23556,73845,4099,2433678,2024-13,411,118,0,3
4/1/24 0:00,2.79485,2.83344,13918,20517,68526,4074,2418470,2024-14,369,137,1,1
4/8/24 0:00,2.56441,2.59313,13267,19722,64449,4088,2485371,2024-15,285,99,0,1
4/15/24 0:00,2.27074,2.29554,11853,18319,57522,4074,2505816,2024-16,220,62,1,1
4/22/24 0:00,2.21342,2.24527,11399,18188,55413,4047,2467989,2024-17,158,47,1,2
4/29/24 0:00,2.12453,2.14655,11136,17612,53519,4001,2493255,2024-18,112,27,0,0
5/6/24 0:00,2.02811,2.04178,10369,16479,50457,4048,2471221,2024-19,95,19,1,1
5/13/24 0:00,1.99937,2.03197,10323,15732,49254,4002,2423948,2024-20,68,21,0,1
5/20/24 0:00,1.93241,1.95808,9847,14626,47562,3962,2429017,2024-21,66,17,0,1
5/27/24 0:00,1.90317,1.9223,9668,13385,44766,3951,2328772,2024-22,68,14,0,0
6/3/24 0:00,1.68241,1.72665,8276,11484,41248,3923,2388904,2024-23,49,16,0,0
6/10/24 0:00,1.60309,1.6062,7421,10231,37720,3916,2348396,2024-24,40,9,0,1
6/17/24 0:00,1.5073,1.54206,6731,9048,35781,3914,2320335,2024-25,54,9,0,1
6/24/24 0:00,1.48383,1.49644,6268,9093,35208,3861,2352786,2024-26,41,6,0,0
7/1/24 0:00,1.39299,1.44723,5810,8077,32093,3889,2217551,2024-27,44,8,0,0
7/8/24 0:00,1.45392,1.44843,6101,8819,34982,3876,2415173,2024-28,47,5,0,0
7/15/24 0:00,1.45455,1.43289,5727,8326,33474,3859,2336121,2024-29,23,11,0,0
7/22/24 0:00,1.5251,1.50564,6018,8651,34749,3887,2307921,2024-30,21,5,0,0
7/29/24 0:00,1.5366,1.49629,6006,8902,34935,3889,2334775,2024-31,17,1,0,0
8/5/24 0:00,1.54425,1.50949,6263,9040,34912,3839,2312831,2024-32,24,8,0,0
8/12/24 0:00,1.51967,1.54313,6296,9976,35347,3721,2290608,2024-33,25,4,1,0
